"customer_id","country_id","gender","join_date","age","contact_propensity","churn_flag"
"WR10031114",1,"M",2020-04-01,37,0.0789143243504298,0
"WR10018179",16,"F",2020-03-02,51,0.0272384815995364,0
"WR10017954",12,"F",2020-04-21,45,0.100260793972762,0
"WR10021347",1,"F",2019-12-25,55,0.0015454457645127,0
"WR10046129",1,"M",2019-12-30,70,0.302810779484207,1
"WR10044837",4,"F",2018-07-25,47,0.0279146141215107,0
"WR10056114",16,"M",2018-11-25,60,0.2060272384816,NA
"WR10004531",1,"M",2019-04-10,37,0.177726262918961,NA
"WR10047344",4,"U",2019-10-10,57,0.0843233845262243,NA
"WR10009314",7,"F",2019-09-09,36,0.234038442963392,1
"WR10053307",4,"M",2019-10-10,46,0.0177726262918961,0
"WR10011297",4,"F",2018-07-04,30,0.308219839660002,1
"WR10013530",16,"M",2020-04-25,38,0.0268521201584082,0
"WR10013775",1,"F",2017-06-26,30,0.144402588621656,1
"WR10009857",1,"U",2019-12-03,26,0.0114942528735632,0
"WR10013568",1,"M",2019-02-18,31,0.203032937312856,1
"WR10022876",4,"M",2020-03-01,57,0.422679416594224,0
"WR10053934",12,"M",2020-01-17,58,0.314401622718053,0
"WR10052018",12,"F",2020-06-28,51,0.197817057857626,0
"WR10042532",1,"F",2020-05-13,51,0.150584371679706,0
"WR10044512",12,"M",2019-10-23,46,0.0193180720564088,0
"WR10003975",12,"F",2019-02-10,29,0.0193180720564088,1
"WR10026211",12,"M",2019-04-16,37,0.019897614218101,0
"WR10047118",12,"F",2019-01-26,48,0.0432724814063557,NA
"WR10053759",16,"M",2019-12-27,50,0.0362213851057664,0
"WR10001814",1,"F",2019-11-20,35,0.192021636240703,0
"WR10017261",16,"F",2019-12-01,50,0.0647155413889694,0
"WR10034308",1,"M",2018-06-20,54,0.124601564763837,0
"WR10010174",1,"M",2020-01-12,31,0.563025210084034,0
"WR10017970",4,"M",2019-09-21,38,0.108857336037863,NA
"WR10007482",16,"U",2018-04-13,32,0.14556167294504,1
"WR10023501",7,"M",2019-07-16,57,0.315270935960591,1
"WR10007236",1,"M",2019-08-28,26,0.234617985125084,1
"WR10042330",4,"F",2020-02-03,41,0.0136192407997682,NA
"WR10031066",16,"M",2020-05-11,46,0.267651888341544,NA
"WR10046341",1,"M",2020-02-05,56,0.314787984159181,0
"WR10002481",1,"M",2019-05-16,34,0.225248720177726,1
"WR10026327",16,"M",2020-05-20,60,0.0795904568724041,0
"WR10004328",1,"M",2019-09-09,35,0.104414179464889,0
"WR10001400",12,"F",2019-10-13,27,0.374674007534048,1
"WR10055277",1,"F",2019-05-08,57,0.305418719211823,1
"WR10033567",4,"M",2019-10-01,58,0.295276731382208,1
"WR10011855",12,"F",2020-04-15,27,0.00540906017579446,0
"WR10038796",4,"M",2019-05-19,66,0.287646092919927,1
"WR10021946",16,"M",2020-02-05,52,0.21645899739206,0
"WR10000319",12,"M",2020-03-26,35,0.102965324060659,0
"WR10002388",4,"M",2020-06-01,41,0.159084323384526,0
"WR10049796",12,"F",2019-07-26,82,0.285038153192311,1
"WR10039866",12,"F",2019-11-01,50,0.0414372645609968,0
"WR10050821",1,"M",2019-12-30,54,0.283685888148363,0
"WR10028694",1,"M",2019-08-20,45,0.0850961074084806,0
"WR10047609",1,"M",2019-11-29,26,0.270935960591133,1
"WR10014445",12,"F",2020-03-05,25,0.0180623973727422,0
"WR10006123",1,"F",2019-01-07,29,0.0948517337969671,1
"WR10009032",16,"F",2018-11-24,28,0.11532889017676,1
"WR10001577",12,"F",2019-09-30,43,0.0545735535593548,0
"WR10026089",16,"M",2019-09-28,41,0.186129624263498,0
"WR10045676",16,"M",2018-09-13,52,0.350236646382691,0
"WR10051138",1,"M",2019-04-27,71,0.352361634308896,1
"WR10013765",4,"M",2019-11-21,36,0.63372935381049,0
"WR10033941",1,"F",2018-11-25,54,0.29489036994108,0
"WR10046154",12,"M",2020-04-02,63,0.104993721626582,0
"WR10030917",4,"M",2020-02-06,55,0.137641263401912,0
"WR10036636",1,"M",2020-05-05,55,0.204481792717087,0
"WR10028780",1,"F",2017-05-05,50,0.0376702405099971,1
"WR10028698",16,"F",2019-09-04,56,0.0196078431372549,1
"WR10024140",16,"F",2020-05-13,57,0.172606973824012,0
"WR10006912",4,"M",2019-12-05,35,0.289771080846132,0
"WR10052779",16,"F",2020-01-30,55,0.460929199265913,NA
"WR10043230",12,"M",2019-11-06,52,0.324833381628513,0
"WR10003053",16,"F",2018-10-02,36,0.298753984352362,0
"WR10048902",16,"M",2018-04-26,60,0.0683859750796871,1
"WR10030464",12,"F",2019-12-14,49,0.227470298464213,0
"WR10021597",1,"F",2019-07-10,53,0.30290736984449,0
"WR10055568",16,"F",2018-08-12,46,0.128368588814836,0
"WR10044422",1,"M",2019-12-08,43,0.249106539167391,0
"WR10054025",7,"M",2020-05-13,57,0.0751473002994301,0
"WR10006717",4,"F",2018-09-30,31,0.214913551627548,1
"WR10040943",1,"M",2017-10-23,61,0.0541871921182266,1
"WR10049147",16,"U",2020-05-06,51,0.178016033999807,0
"WR10040144",12,"F",2019-04-15,56,0.22872597314788,1
"WR10002284",12,"F",2019-07-03,30,0.125181106925529,1
"WR10040406",16,"M",2020-06-22,58,0.119965227470298,0
"WR10024407",1,"M",2020-02-12,69,0.0426929392446634,0
"WR10011249",12,"M",2019-09-06,30,0.0146817347628707,1
"WR10044008",16,"M",2019-09-02,65,0.254805370424032,1
"WR10045822",16,"M",2019-03-16,62,0.175214913551628,1
"WR10012848",1,"F",2019-11-16,38,0.0593064812131749,0
"WR10029775",1,"M",2020-05-13,47,0.242248623587366,0
"WR10039917",16,"M",2020-04-11,62,0.184487588138704,0
"WR10046060",1,"M",2020-06-22,48,0.420457838307737,NA
"WR10021206",7,"M",2019-10-06,46,0.419298753984352,1
"WR10055997",4,"M",2020-04-05,62,0.243021346469622,0
"WR10036027",16,"M",2019-10-27,65,0.0283009755626389,0
"WR10008532",16,"F",2017-08-30,28,0.0915676615473776,NA
"WR10055882",16,"M",2019-08-29,51,0.297981261470105,0
"WR10003270",1,"M",2019-02-13,31,0.140732154930938,1
"WR10044682",7,"F",2020-02-05,46,0.103931227663479,0
"WR10029574",16,"M",2019-09-18,62,0.413020380566019,1
"WR10026936",12,"M",2019-06-29,31,0.185163720660678,1
"WR10005958",12,"F",2020-05-23,32,0.303293731285618,0
"WR10019788",16,"M",2019-11-25,50,0.0683859750796871,0
"WR10034479",12,"F",2020-03-29,44,0.0742779870568917,0
"WR10001082",1,"M",2020-05-23,34,0.16304452815609,0
"WR10049721",1,"F",2019-07-22,51,0.415338549212789,0
"WR10000717",4,"F",2020-01-07,33,0.0112044817927171,0
"WR10006622",1,"M",2019-01-27,32,0.00164203612479475,1
"WR10018912",16,"M",2019-08-03,59,0.15454457645127,1
"WR10044523",1,"F",2017-10-15,53,0.234135033323674,NA
"WR10032467",4,"F",2019-11-11,53,0.386168260407611,0
"WR10054400",1,"M",2020-04-28,48,0.298367622911233,0
"WR10006285",1,"M",2020-03-25,34,0.213368105863035,0
"WR10054631",16,"F",2019-11-25,59,0.360475224572588,NA
"WR10017222",4,"F",2020-03-10,42,0.0825847580411475,0
"WR10017078",16,"F",2020-05-01,23,0.192697768762677,0
"WR10018287",12,"F",2018-11-04,44,0.294986960301362,0
"WR10023623",16,"F",2019-09-05,53,0.0696416497633536,NA
"WR10024711",16,"F",2019-06-17,36,0.0420168067226891,0
"WR10013694",4,"M",2018-09-16,34,0.31662320100454,NA
"WR10014508",4,"M",2020-03-12,37,0.283589297788081,0
"WR10054040",4,"M",2018-02-21,39,0.096976721723172,1
"WR10009663",16,"M",2019-10-22,37,0.057278083647252,0
"WR10027231",16,"M",2019-04-24,64,0.0138124215203323,0
"WR10052709",1,"M",2019-11-20,53,0.20274316623201,NA
"WR10041229",1,"M",2019-12-27,44,0.188737563991114,0
"WR10034627",12,"M",2020-01-26,55,0.166714961846808,0
"WR10039816",12,"M",2020-03-06,51,0.395054573553559,0
"WR10018911",16,"F",2020-06-06,63,0.206413599922728,0
"WR10036564",12,"M",2019-08-03,58,0.0845165652467884,1
"WR10042309",4,"F",2019-10-29,49,0.00521587945523037,0
"WR10018197",16,"M",2020-01-17,59,0.205157925239061,0
"WR10047037",4,"M",2020-04-15,43,0.0383463730319714,0
"WR10003595",4,"M",2020-04-14,41,0.0899256254225828,0
"WR10027869",16,"M",2020-06-17,38,0.0295566502463054,0
"WR10018441",16,"M",2019-10-03,55,0.0226021443059983,1
"WR10050195",12,"F",2019-05-15,55,0.218487394957983,1
"WR10044693",7,"M",2020-04-11,48,0.127789046653144,0
"WR10031641",12,"M",2020-03-24,63,0.175891046073602,0
"WR10009961",1,"M",2020-04-08,35,0.187771660388293,0
"WR10040513",1,"M",2020-03-08,27,0.319907273254129,0
"WR10031769",1,"M",2020-07-01,50,0.0524485656331498,NA
"WR10022593",16,"M",2020-01-25,43,0.204578383077369,0
"WR10024647",4,"M",2020-04-13,46,0.122959528639042,0
"WR10007177",16,"U",2019-05-19,35,0.225538491258572,0
"WR10007718",1,"M",2018-10-25,36,0.235100936926495,0
"WR10016217",4,"F",2020-04-03,41,0.222447599729547,0
"WR10023869",1,"M",2020-06-14,52,0.0699314208441997,0
"WR10036611",1,"M",2020-01-08,52,0.393026175987636,NA
"WR10045537",1,"M",2019-11-10,47,0.0868347338935574,0
"WR10033898",16,"M",2017-01-29,57,0.0798802279532503,1
"WR10011421",7,"F",2017-09-07,33,0.0190283009755626,NA
"WR10040955",4,"F",2019-10-29,65,0.295663092823336,1
"WR10018263",1,"M",2019-12-13,57,0.291219936250362,1
"WR10033772",1,"M",2018-05-04,52,0.133294697189221,1
"WR10026384",12,"M",2020-04-27,50,0.0542837824785086,0
"WR10052954",4,"F",2020-05-20,49,0.173572877426833,0
"WR10014799",16,"M",2019-11-21,62,0.134260600792041,1
"WR10014776",12,"F",2019-05-18,44,0.279532502656235,NA
"WR10022667",12,"M",2020-03-09,31,0.04394861392833,0
"WR10016657",16,"F",2019-02-01,75,0.199845455423549,1
"WR10000488",1,"M",2020-03-19,30,0.33932193567082,0
"WR10004965",1,"F",2019-08-02,39,0.156669564377475,0
"WR10055718",4,"M",2019-07-23,55,0.232203226118033,1
"WR10011916",1,"M",2018-12-27,31,0.208635178209215,NA
"WR10046503",1,"F",2020-04-27,43,0.0376702405099971,0
"WR10001228",7,"F",2019-05-10,32,0.0444315657297402,1
"WR10022842",16,"F",2019-12-31,48,0.188158021829421,0
"WR10015776",12,"M",2019-11-18,44,0.191152322998165,0
"WR10049309",16,"M",2018-08-24,51,0.336037863421231,0
"WR10032628",1,"F",2020-06-13,51,0.204868154158215,0
"WR10043161",16,"M",2019-09-22,57,0.0663575775137641,NA
"WR10030482",16,"M",2019-11-08,54,0.0609485173379697,0
"WR10011690",4,"M",2020-04-16,33,0.332657200811359,0
"WR10050649",1,"F",2019-09-10,49,0.307157345696899,0
"WR10045598",7,"M",2019-07-21,71,0.092533565150198,1
"WR10036336",16,"M",2018-08-26,49,0.584758041147493,0
"WR10014098",16,"M",2020-04-14,38,0.137448082681348,0
"WR10010833",16,"M",2019-11-09,27,0.259055346276442,1
"WR10023888",12,"M",2020-05-29,42,0.216362407031778,0
"WR10032050",12,"M",2020-02-11,57,0.0706075533661741,0
"WR10009353",16,"F",2018-04-13,33,0.0994880710905052,1
"WR10028564",1,"M",2019-11-12,52,0.0813290833574809,0
"WR10008111",12,"M",2019-07-22,29,0.00637496377861489,1
"WR10046019",4,"F",2020-03-29,70,0.0267555297981261,0
"WR10022164",12,"F",2020-03-08,32,0.39273640490679,0
"WR10024246",16,"M",2018-08-25,67,0.278663189413696,1
"WR10053103",16,"U",2019-08-23,42,0.247754274123442,0
"WR10010376",12,"F",2020-01-09,30,0.318651598570463,0
"WR10006042",12,"M",2019-12-14,37,0.102192601178402,0
"WR10017365",16,"M",2018-09-04,58,0.132618564667246,1
"WR10055687",12,"M",2018-03-14,56,0.324640200907949,1
"WR10019710",12,"M",2020-01-04,50,0.0405679513184584,0
"WR10036883",16,"M",2020-04-21,52,0.032937312856177,0
"WR10008787",1,"M",2019-03-18,25,0.0628803245436105,0
"WR10021839",12,"U",2020-02-16,50,0.318168646769052,0
"WR10043063",1,"M",2020-02-08,56,0.0270453008789723,0
"WR10040573",16,"F",2018-09-01,48,0.634115715251618,0
"WR10043295",4,"M",2017-11-11,46,0.316140249203129,1
"WR10010276",16,"M",2020-03-18,27,0.0653916739109437,0
"WR10035471",1,"M",2020-05-11,60,0.577706944846904,0
"WR10005644",12,"M",2019-05-11,31,0.130396986380759,1
"WR10029555",12,"M",2018-01-14,49,0.109243697478992,1
"WR10039841",1,"F",2017-06-09,55,0.447599729546991,1
"WR10046070",12,"F",2020-02-08,57,0.0927267458707621,0
"WR10027100",16,"M",2017-10-20,44,0.263401912489134,1
"WR10010796",1,"M",2020-05-17,28,0.0206703371003574,0
"WR10010195",4,"M",2020-01-14,31,0.00579542161692263,0
"WR10051647",1,"M",2019-03-14,53,0.113976625132812,0
"WR10017621",7,"M",2019-07-08,26,0.201004539746933,1
"WR10015406",4,"M",2016-10-12,59,0.507872114362987,1
"WR10009687",12,"F",2019-08-30,32,0.00647155413889694,1
"WR10014143",1,"M",2019-07-18,56,0.145658263305322,1
"WR10047481",16,"M",2020-02-23,40,0.328214044238385,0
"WR10009707",1,"U",2020-05-08,32,0.288805177243311,0
"WR10005214",7,"M",2019-09-19,39,0.511928909494832,1
"WR10007451",12,"F",2019-08-20,32,0.144982130783348,1
"WR10006505",4,"M",2020-04-04,35,0.200424997585241,0
"WR10013644",12,"M",2017-08-21,29,0.199362503622139,1
"WR10007446",1,"F",2019-11-10,26,0.611416980585338,1
"WR10038160",1,"M",2020-02-14,59,0.0443349753694581,0
"WR10031927",12,"M",2020-02-05,57,0.200135226504395,0
"WR10002914",12,"M",2020-02-25,33,0.165942238964551,0
"WR10051390",7,"M",2019-07-21,57,0.177339901477833,1
"WR10022632",1,"M",2019-05-14,60,0.130783347821887,0
"WR10015927",1,"M",2020-05-01,57,0.275475707524389,0
"WR10020984",16,"F",2019-05-23,51,0.0377668308702791,0
"WR10016136",4,"F",2018-03-06,56,0.428474838211147,NA
"WR10010062",16,"U",2020-02-17,34,0.566116101613059,0
"WR10007545",16,"M",2020-05-31,30,0.17579445571332,NA
"WR10020838",4,"M",2020-06-23,47,0.156862745098039,0
"WR10029685",4,"M",2018-11-03,54,0.144402588621656,0
"WR10044362",4,"M",2018-07-22,38,0.166714961846808,NA
"WR10015870",12,"F",2020-03-04,70,0.211822660098522,0
"WR10042586",1,"F",2019-07-25,54,0.0730223123732252,0
"WR10002662",4,"M",2019-04-23,27,0.186902347145755,0
"WR10013997",16,"F",2019-05-24,34,0.341253742876461,1
"WR10046294",12,"M",2019-07-26,72,0.383173959238868,1
"WR10051219",16,"M",2020-01-25,44,0.330242441804308,0
"WR10014003",12,"F",2019-12-31,32,0.257703081232493,1
"WR10008167",16,"F",2020-06-22,34,0.0655848546315078,0
"WR10014547",16,"F",2020-01-04,42,0.266106442577031,0
"WR10001336",16,"M",2019-10-14,24,0.13754467304163,1
"WR10042641",16,"F",2019-10-28,54,0.0628803245436105,0
"WR10054567",1,"M",2020-04-10,35,0.155703660774655,NA
"WR10031987",16,"M",2019-05-22,41,0.00685791558002511,0
"WR10017757",1,"F",2019-06-14,35,0.0669371196754564,0
"WR10034557",4,"M",2018-07-12,47,0.28117453878103,0
"WR10010616",16,"M",2017-12-07,40,0.00782381918284555,0
"WR10004450",1,"F",2020-06-17,33,0.336713995943205,0
"WR10006275",16,"M",2020-02-05,38,0.159953636627065,0
"WR10039542",12,"F",2020-05-25,56,0.122573167197914,0
"WR10013216",16,"M",2020-04-23,28,0.00521587945523037,0
"WR10034512",1,"F",2018-12-12,65,0.0558292282430213,0
"WR10048710",1,"F",2020-06-22,60,0.0430793006857916,0
"WR10026396",12,"M",2019-11-16,38,0.403168163817251,0
"WR10012326",1,"M",2019-10-12,36,0.113783444412248,0
"WR10036707",12,"F",2019-12-21,54,0.309378923983386,0
"WR10035895",7,"F",2020-03-14,66,0.11059596252294,1
"WR10028708",4,"F",2020-04-11,66,0.0224089635854342,0
"WR10052339",12,"M",2019-12-14,30,0.335651501980102,1
"WR10054348",16,"M",2020-02-22,49,0.234521394764802,0
"WR10043852",16,"F",2016-09-01,47,0.35777069448469,1
"WR10033277",12,"F",2020-02-23,42,0.230754370713803,0
"WR10018492",1,"F",2019-04-26,48,0.125760649087221,0
"WR10007371",16,"M",2019-11-03,36,0.369458128078818,0
"WR10012122",1,"F",2018-11-14,36,0.0900222157828649,0
"WR10033379",16,"M",2020-01-05,50,0.33883898386941,NA
"WR10046809",4,"M",2019-12-27,48,0.118709552786632,0
"WR10031544",12,"F",2019-04-28,49,0.0744711677774558,0
"WR10024930",1,"F",2019-08-02,36,0.111658456486043,0
"WR10024585",4,"M",2020-04-07,51,0.283685888148363,0
"WR10032047",1,"F",2019-05-26,36,0.329083357480923,0
"WR10012690",12,"F",2020-06-11,32,0.0486815415821501,0
"WR10006136",4,"F",2019-09-08,37,0.02646575871728,0
"WR10007905",1,"F",2018-12-23,28,0.160339998068193,1
"WR10043332",1,"M",2019-09-23,52,0.17627740751473,0
"WR10005646",4,"M",2020-05-17,34,0.14082874529122,0
"WR10054220",12,"F",2019-02-26,48,0.266106442577031,0
"WR10037736",12,"F",2020-05-30,33,0.0792040954312759,0
"WR10035606",16,"M",2019-06-24,50,0.0761132039022506,0
"WR10043359",12,"M",2015-09-03,69,0.312180044431566,1
"WR10021541",1,"F",2019-12-21,62,0.227373708103931,1
"WR10033787",12,"F",2020-03-25,43,0.653433787308027,0
"WR10015922",16,"F",2020-06-29,59,0.0830677098425577,NA
"WR10043208",4,"F",2020-06-24,59,0.431179368299044,0
"WR10021363",1,"F",2020-05-26,42,0.0916642519076596,0
"WR10003472",4,"M",2020-04-02,29,0.235294117647059,0
"WR10028064",16,"M",2018-12-29,57,0.233265720081136,NA
"WR10013686",16,"M",2020-06-28,37,0.117357287742683,0
"WR10032464",12,"F",2020-05-15,62,0.0678064329179948,0
"WR10052974",1,"F",2020-03-04,56,0.206317009562446,0
"WR10026343",1,"M",2019-04-18,52,0.479474548440066,NA
"WR10053359",16,"M",2018-06-04,43,0.0155510480054091,0
"WR10055279",4,"M",2017-08-03,34,0.35632183908046,1
"WR10024396",1,"M",2018-08-28,45,0.156572974017193,0
"WR10020357",4,"M",2018-09-24,51,0.267748478701826,NA
"WR10004833",1,"F",2020-02-01,34,0.0542837824785086,0
"WR10002349",16,"M",2020-06-14,28,0.0129431082777939,0
"WR10015834",12,"M",2019-11-13,40,0.240220226021443,0
"WR10002510",16,"U",2019-02-25,32,0.0590167101323288,1
"WR10046328",12,"M",2019-05-17,60,0.242152033227084,NA
"WR10046239",4,"F",2019-10-16,69,0.324929971988796,1
"WR10027022",16,"F",2019-12-09,63,0.092436974789916,NA
"WR10002441",7,"M",2018-04-30,37,0.0370906983483048,1
"WR10028573",16,"M",2019-11-13,31,0.265043948613928,NA
"WR10047695",16,"M",2017-11-16,51,0.0327441321356129,0
"WR10047897",4,"F",2020-04-12,50,0.453008789722786,NA
"WR10016543",12,"F",2019-03-26,49,0.111851637206607,0
"WR10055951",1,"U",2020-01-10,38,0.125567468366657,NA
"WR10021301",16,"F",2020-01-27,43,0.435139573070608,0
"WR10041697",1,"F",2019-10-24,41,0.39602047715638,0
"WR10035166",16,"M",2020-01-30,41,0.444122476576838,0
"WR10052419",12,"M",2018-05-04,54,0.337100357384333,1
"WR10038627",16,"M",2020-02-20,57,0.394668212112431,0
"WR10034529",16,"M",2020-05-12,37,0.209311310731189,0
"WR10004382",16,"M",2020-04-11,31,0.046170192214817,0
"WR10006864",12,"F",2018-02-11,30,0.0783347821887376,1
"WR10008553",12,"M",2019-04-01,25,0.183328503815319,1
"WR10044335",1,"M",2015-09-10,69,0.547570752438907,1
"WR10030595",12,"M",2018-09-09,51,0.396889790398918,0
"WR10032129",1,"F",2019-03-31,35,0.430020283975659,0
"WR10002719",1,"F",2016-10-19,34,0.308316430020284,1
"WR10002988",1,"U",2019-11-24,32,0.0353520718632281,1
"WR10037755",1,"F",2019-07-18,67,0.18526031102096,1
"WR10008968",12,"M",2019-03-27,35,0.0448179271708683,0
"WR10052448",16,"F",2019-08-27,53,0.0584371679706365,NA
"WR10050786",16,"F",2019-06-18,50,0.0940790109147107,0
"WR10022328",16,"M",2019-09-09,66,0.0693518786825075,0
"WR10014420",1,"F",2019-10-01,52,0.114073215493094,0
"WR10051614",16,"M",2019-06-01,38,0.0409543127595866,0
"WR10035564",1,"F",2020-05-23,48,0.283685888148363,0
"WR10035508",4,"M",2020-04-09,39,0.274220032840722,0
"WR10034993",16,"M",2020-03-28,63,0.0173862648507679,0
"WR10054381",1,"F",2018-03-05,40,0.14507872114363,NA
"WR10041308",16,"M",2019-02-09,46,0.246015647638366,0
"WR10010067",7,"M",2019-05-19,34,0.161788853472423,1
"WR10048361",12,"F",2019-11-02,62,0.55153095721047,1
"WR10023599",1,"M",2020-03-22,55,0.186033033903216,0
"WR10045091",1,"M",2020-01-08,44,0.145175311503912,0
"WR10006061",1,"F",2019-11-03,34,0.0782381918284555,1
"WR10033412",1,"F",2020-04-24,59,0.0270453008789723,0
"WR10027596",4,"U",2018-10-07,59,0.201970443349754,1
"WR10024796",12,"M",2018-12-13,40,0.013136288998358,0
"WR10019960",16,"M",2016-10-15,58,0.175504684632474,NA
"WR10006640",1,"M",2020-04-22,31,0.57374674007534,0
"WR10025732",12,"M",2018-11-16,57,0.200907949386651,1
"WR10042356",1,"F",2020-06-22,42,0.102578962619531,0
"WR10039728",16,"M",2019-07-30,52,0.0803631797546605,0
"WR10025182",1,"M",2020-03-20,72,0.179658070124602,0
"WR10044410",1,"M",2018-09-08,50,0.162947937795808,0
"WR10037286",16,"M",2020-03-07,35,0.609678354100261,0
"WR10047327",16,"M",2020-05-25,43,0.272481406355646,NA
"WR10040292",16,"M",2020-01-01,50,0.0752438906597122,0
"WR10012710",16,"F",2019-02-10,25,0.00473292765382015,0
"WR10054316",1,"M",2020-05-25,48,0.143436685018835,0
"WR10038548",7,"F",2020-06-01,51,0.094658553076403,0
"WR10017707",12,"M",2018-09-19,62,0.04394861392833,1
"WR10054107",4,"F",2020-02-13,38,0.11011301072153,0
"WR10037543",1,"U",2020-05-28,43,0.312759586593258,0
"WR10031582",4,"M",2019-09-18,54,0.130107215299913,NA
"WR10047261",4,"F",2019-03-10,62,0.143726456099681,0
"WR10038871",4,"M",2016-01-27,38,0.183135323094755,1
"WR10046786",4,"F",2020-03-19,55,0.373128561769535,0
"WR10018916",1,"F",2020-05-30,45,0.355162754757075,0
"WR10016249",7,"F",2019-11-01,39,0.220998744325316,1
"WR10037619",4,"F",2018-05-06,37,0.532792427315754,1
"WR10003769",4,"M",2018-07-01,32,0.364338838983869,1
"WR10040938",1,"F",2019-12-22,59,0.193180720564088,1
"WR10037256",1,"M",2019-08-19,52,0.314594803438617,0
"WR10051036",1,"F",2020-05-09,57,0.0937892398338646,0
"WR10024775",16,"M",2020-06-06,29,0.0566985414855597,0
"WR10005245",4,"F",2020-04-03,36,0.0669371196754564,0
"WR10014774",7,"M",2019-11-28,66,0.565922920892495,1
"WR10038143",4,"M",2020-01-04,55,0.0678064329179948,0
"WR10038979",16,"M",2019-10-16,48,0.314015261276925,0
"WR10034707",12,"F",2019-11-21,37,0.346759393412537,0
"WR10019865",16,"F",2020-04-11,40,0.0364145658263305,0
"WR10016404",4,"M",2020-03-26,60,0.165555877523423,0
"WR10039364",4,"M",2019-11-16,53,0.068192794359123,0
"WR10026263",4,"F",2020-03-12,50,0.111851637206607,0
"WR10022540",12,"F",2019-04-20,53,0.244663382594417,0
